Product URL,Product Name,Price,Rating,Reviews
https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1679486446&sprefix=ba%2Caps%2C358&sr=8-35,DEIN KLEIDER Men's Nylon Messenger Bag,349,4.0,"4,569"
https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1679486446&sprefix=ba%2Caps%2C358&sr=8-36,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,099",4.3,393
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTUzNTQ1NjExODU4NDg5OjE2Nzk0ODY0NDY6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679486446%26sprefix%3Dba%252Caps%252C358%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0,374
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTUzNTQ1NjExODU4NDg5OjE2Nzk0ODY0NDY6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679486446%26sprefix%3Dba%252Caps%252C358%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.9,17
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjAwODc2ODM5NzAzNTAwOjE2Nzk0ODY0NDk6c3BfYXRmX25leHQ6MjAxMjE0ODk2Mzg0OTg6OjA6Og&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BS6YGKMC%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679486449%26sprefix%3Dba%252Caps%252C358%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack,529,5.0,2
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjAwODc2ODM5NzAzNTAwOjE2Nzk0ODY0NDk6c3BfYXRmX25leHQ6MjAwOTEwODkyNDY3OTg6OjA6Og&url=%2FHalf-Moon-Backpack-Luggage-Compartment%2Fdp%2FB09VCLZ3K4%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679486449%26sprefix%3Dba%252Caps%252C358%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"2,344"
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-67,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,222,4.3,"2,948"
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-68,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",640,4.4,"1,025"
https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-69,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,320,3.8,"1,319"
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-70,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,529,4.2,"3,766"
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-71,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"9,055"
https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-72,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,296,3.8,"2,292"
https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D21FV/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-73,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag,"1,181",4.2,"1,365"
https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-74,"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |","2,599",4.3,"4,688"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjAwODc2ODM5NzAzNTAwOjE2Nzk0ODY0NDk6c3BfbXRmOjIwMTIxOTcyMjYwNTk4OjowOjo&url=%2FEUME-Propine-Massager-Backpack-Charging%2Fdp%2FB085GDV195%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679486449%26sprefix%3Dba%252Caps%252C358%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAPBFC7AMQ4Q38,EUME Propine 22Ltrs Massager Laptop Backpack with Built-in Massager Technology | Fit Upto 15.6 Inch Laptop for Office & Travel | Black Color,"3,499",4.1,45
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjAwODc2ODM5NzAzNTAwOjE2Nzk0ODY0NDk6c3BfbXRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679486449%26sprefix%3Dba%252Caps%252C358%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0,374
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1679486449&sprefix=ba%2Caps%2C358&sr=8-77,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),512,4.0,"5,225"
